Incident energy;
Incident energy;
Incident energy;?(E)
22.3768;0.001485856
22.3926;0.001453396
22.4084;0.001429561
22.44;0.001404049
22.45897;0.001401655
22.47793;0.001408777
22.49689;0.00142597
22.51585;0.001454545
22.53956;0.0015101
22.56326;0.001596158
22.57511;0.001655603
22.58696;0.001730379
22.59881;0.001825498
22.61066;0.001947982
22.62251;0.002107535
22.63436;0.002317316
22.64621;0.002594721
22.65214;0.002765707
22.65806;0.002962067
22.66399;0.003188087
22.66991;0.003446935
22.67584;0.003743723
22.68176;0.004081925
22.68769;0.00446736
22.69361;0.004903497
22.69954;0.00539659
22.70546;0.005949616
22.71573;0.007065649
22.726;0.008396301
22.73627;0.009953437
22.74654;0.01173852
22.75681;0.01373949
22.76708;0.01592818
22.78762;0.02066787
22.80658;0.02504494
22.82554;0.02882149
22.83186;0.029841
22.84672;0.03160171
22.86157;0.03232417
22.864;0.03233634
22.87375;0.03208223
22.88222;0.03147733
22.89069;0.03053849
22.90762;0.02780735
22.91968;0.02533872
22.93174;0.02261243
22.95586;0.01700121
22.96792;0.01437427
22.97998;0.0119888
22.99204;0.009895214
23.0041;0.00811341
23.01013;0.007338652
23.01616;0.006638393
23.02219;0.006009252
23.02822;0.005447169
23.03425;0.004947605
23.04028;0.004505724
23.04631;0.004116557
23.05234;0.003775139
23.05988;0.003408027
23.06742;0.003098975
23.07496;0.002839638
23.08249;0.002622733
23.09003;0.00244099
23.09757;0.002288879
23.10511;0.002161374
23.11264;0.00205434
23.12772;0.001887312
23.14279;0.001766248
23.15786;0.001676453
23.17293;0.001608374
23.19102;0.00154674
23.20911;0.001500757
23.2272;0.001466268
23.24529;0.001440646
23.26338;0.001422187
23.28147;0.001409776
23.29956;0.001402704
23.31764;0.001400588
23.34026;0.001404828
23.35157;0.001409981
23.36287;0.001417377
23.37418;0.001427324
23.38548;0.001440243
23.39679;0.001456787
23.40809;0.001477813
23.4194;0.001504591
23.4307;0.001538746
23.44201;0.00158257
23.44766;0.00160895
23.45331;0.00163888
23.45897;0.001672907
23.46462;0.001711442
23.47027;0.001755129
23.47592;0.001804601
23.48158;0.001860645
23.48723;0.001923786
23.49288;0.001994871
23.49853;0.002074678
23.50381;0.002157837
23.50909;0.002249934
23.51964;0.002463138
23.53019;0.002718794
23.54074;0.003020069
23.5513;0.003368636
23.56185;0.003762635
23.5724;0.004198068
23.58295;0.004667103
23.58898;0.004946001
23.61009;0.005938321
23.63119;0.006842532
23.6425;0.007236425
23.6538;0.007538413
23.6644;0.007723824
23.675;0.007806076
23.67993;0.007808381
23.69356;0.007699291
23.70718;0.007436955
23.7259;0.006889374
23.74462;0.006236269
23.75918;0.005743415
23.77374;0.005334105
23.7883;0.00506657
23.79558;0.005001924
23.80285;0.004990666
23.81325;0.005076305
23.82365;0.00529155
23.83405;0.005644213
23.84445;0.006138129
23.85485;0.006772324
23.86525;0.00754008
23.87565;0.008428019
23.88604;0.00941443
23.89956;0.01079921
23.91308;0.01222356
23.9266;0.0135918
23.94011;0.01480018
23.95883;0.0160306
23.96992;0.01644006
23.981;0.01657794
23.99608;0.01631746
24.01194;0.01552016
24.02779;0.01428273
24.08412;0.008510535
24.10043;0.007027489
24.10858;0.006375287
24.11673;0.005787387
24.12489;0.005263911
24.13304;0.004804846
24.14119;0.004406628
24.14934;0.004065202
24.1575;0.003775413
24.16565;0.003532715
24.1738;0.003331345
24.18195;0.003166033
24.19825;0.002924044
24.21455;0.002772049
24.23234;0.002677384
24.25012;0.002633011
24.26791;0.002622482
24.28569;0.002635592
24.30645;0.002672807
24.3272;0.002728627
24.3687;0.002887537
24.4102;0.003108449
24.4517;0.003401759
24.47246;0.003582232
24.49321;0.003790544
24.51396;0.004032633
24.53471;0.004316502
24.55546;0.004653248
24.57621;0.005058358
24.59696;0.005553429
24.61771;0.006168466
24.63402;0.006762917
24.65032;0.007484597
24.66663;0.008373095
24.68293;0.00948333
24.69924;0.01090121
24.70739;0.01176306
24.71554;0.01275525
24.7237;0.01390672
24.73185;0.0152484
24.74;0.01682265
24.74815;0.01867883
24.75908;0.0217146
24.77;0.02552932
24.77625;0.02814056
24.7825;0.03111532
24.79125;0.03597694
24.8;0.04177026
24.80501;0.04555875
24.81002;0.04972198
24.81941;0.05861836
24.8288;0.0690628
24.83819;0.08117229
24.84757;0.09500241
24.85696;0.1105916
24.86634;0.1278375
24.87573;0.1466157
24.88511;0.1666245
24.90639;0.214554
24.92767;0.2608487
24.94144;0.286435
24.9552;0.3061988
24.9686;0.3182969
24.982;0.322333
24.98473;0.3221237
24.99235;0.3196939
24.99996;0.3146171
25.01519;0.2971227
25.02601;0.2795989
25.03683;0.2588298
25.05846;0.211554
25.07668;0.1704768
25.0949;0.1323169
25.10401;0.1151521
25.11312;0.09952183
25.12223;0.08551388
25.13134;0.07314386
25.13932;0.06362075
25.14729;0.05527281
25.15526;0.04800957
25.16323;0.04174035
25.1712;0.03636741
25.17917;0.03179092
25.18714;0.02791283
25.19511;0.02463992
25.20308;0.02188582
25.21105;0.01957226
25.21902;0.01762972
25.22699;0.01599746
25.23496;0.01462319
25.24293;0.01346254
25.2509;0.01247825
25.25887;0.01163935
25.26685;0.01091951
25.27482;0.01029962
25.29076;0.009292104
25.3067;0.008515138
25.32264;0.007902789
25.33858;0.007411613
25.35452;0.007012477
25.37046;0.006685341
25.3864;0.006416006
25.40235;0.006193989
25.41829;0.006011824
25.45017;0.005744271
25.48205;0.005580007
25.51393;0.005498739
25.54582;0.005488233
25.5777;0.005541729
25.60958;0.00565657
25.64146;0.005833653
25.67335;0.006077504
25.70523;0.006396482
25.73711;0.006804471
25.76899;0.00732309
25.80088;0.007987132
25.83276;0.008855239
25.8487;0.009397371
25.86464;0.0100398
25.88058;0.01081682
25.89652;0.01178047
25.91247;0.013011
25.92841;0.01462689
25.93638;0.01563232
25.94435;0.01680636
25.95232;0.01818327
25.96029;0.01980318
25.96826;0.02171246
25.97623;0.02396383
25.9842;0.02661617
25.99217;0.02973399
26.00014;0.03338633
26.00811;0.03764505
26.01608;0.04258258
26.02405;0.04826889
26.03487;0.05729967
26.04569;0.06795352
26.05651;0.08029981
26.06733;0.09432777
26.07815;0.1099254
26.08897;0.1268628
26.1106;0.1631926
26.13224;0.1991249
26.15387;0.229223
26.16525;0.2409127
26.17763;0.249449
26.19;0.2531639
26.20515;0.2509866
26.21922;0.2427558
26.23329;0.2295444
26.26277;0.1923677
26.27751;0.1729655
26.29225;0.1557442
26.30251;0.1460472
26.31277;0.1389047
26.32303;0.1348721
26.33009;0.1341852
26.33714;0.1354008
26.34419;0.1386961
26.35124;0.1442561
26.35829;0.152272
26.36534;0.1629414
26.37239;0.1764661
26.37944;0.193049
26.38649;0.2128883
26.39354;0.2361707
26.40059;0.2630617
26.40764;0.2936954
26.41469;0.3281621
26.42174;0.3664955
26.42879;0.4086593
26.43584;0.4545351
26.44866;0.5467072
26.46148;0.6482099
26.47238;0.739353
26.48328;0.8320662
26.50508;1.008829
26.51918;1.105834
26.53328;1.180159
26.54664;1.223997
26.56;1.238443
26.5654;1.235596
26.57518;1.217827
26.58495;1.184552
26.59473;1.137096
26.6045;1.077483
26.62549;0.9193616
26.64647;0.7416195
26.66651;0.575451
26.67653;0.4988272
26.68654;0.4283705
26.69656;0.3647142
26.70657;0.3083445
26.71659;0.2591533
26.7266;0.2169607
26.73662;0.1811971
26.74664;0.1512877
26.75666;0.1265415
26.76667;0.1062688
26.77669;0.08974463
26.7867;0.07636906
26.79672;0.06554953
26.80673;0.05681774
26.81675;0.04974176
26.82676;0.04399358
26.83678;0.03928378
26.84679;0.03540019
26.85681;0.03216026
26.86682;0.02943435
26.87684;0.02711151
26.88685;0.02511524
26.90021;0.02284984
26.91356;0.02094328
26.92692;0.01931417
26.94027;0.01790822
26.95363;0.01668145
26.96698;0.01560412
26.98034;0.01465022
26.99369;0.01380186
27.02803;0.01199898
27.0452;0.01125736
27.06237;0.01059772
27.075;0.01015655
27.09;0.009674039
27.1;0.009374443
27.1075;0.009160232
27.12698;0.008641842
27.14646;0.008172698
27.17901;0.007485073
27.19528;0.007182087
27.21155;0.006903813
27.22782;0.006648453
27.24409;0.006414158
27.26036;0.00619905
27.27663;0.006001286
27.29746;0.005770632
27.31829;0.005562236
27.33912;0.005373259
27.35995;0.00520134
27.40161;0.004901271
27.44326;0.004650252
27.48492;0.004439621
27.52657;0.004262771
27.60988;0.003989228
27.6932;0.003798343
27.77651;0.003671973
27.85982;0.003597939
27.94313;0.003567675
28.02644;0.003575527
28.06289;0.003590199
28.09934;0.003611589
28.13579;0.003639672
28.15402;0.003656238
28.17224;0.003674498
28.19047;0.003694511
28.20869;0.003716323
28.21781;0.00372795
28.22692;0.003740057
28.23603;0.003752676
28.24514;0.003765828
28.25426;0.003779553
28.26337;0.003793848
28.27248;0.003808755
28.28159;0.003824303
28.29071;0.003840538
28.29982;0.003857452
28.30893;0.003875084
28.31804;0.00389345
28.32781;0.003913972
28.33757;0.003935323
28.3571;0.003980502
28.39615;0.00407898
28.41437;0.004127277
28.43259;0.004176063
28.4404;0.004196964
28.4517;0.004227088
28.463;0.00425702
28.468;0.004270198
28.483;0.00430953
28.48988;0.004327509
28.50879;0.004377033
28.52769;0.004427366
28.54488;0.004474686
28.58613;0.004598395
28.593;0.004620761
28.613;0.004689128
28.63519;0.00477085
28.67237;0.004921849
28.69096;0.005003982
28.70955;0.005090601
28.71885;0.005135652
28.72814;0.005181824
28.73743;0.00522919
28.74672;0.005277777
28.75875;0.00534256
28.77078;0.005409521
28.78281;0.005478747
28.79483;0.005550272
28.80686;0.005624323
28.81888;0.005700892
28.84293;0.005862362
28.86699;0.006035942
28.89104;0.006222916
28.90853;0.006368327
28.92077;0.006475289
28.933;0.006586794
28.95059;0.006755991
28.96571;0.006910575
28.98082;0.007074448
29.00655;0.007378226
29.03228;0.007719133
29.04812;0.007951388
29.06395;0.008203952
29.07979;0.008480924
29.08771;0.008630015
29.09562;0.008786981
29.10354;0.008953145
29.11146;0.009129416
29.11938;0.009317115
29.12729;0.009517574
29.13521;0.009733231
29.14313;0.009966201
29.15105;0.01021937
29.15896;0.01049591
29.17084;0.01096547
29.18271;0.01151689
29.19458;0.01217605
29.20645;0.0129769
29.21635;0.01378503
29.22625;0.014755
29.23615;0.01592632
29.24604;0.01734447
29.25594;0.0190672
29.26584;0.02115568
29.27574;0.02367905
29.28563;0.02670787
29.29553;0.03032402
29.30543;0.0345984
29.31533;0.0395974
29.32522;0.04536768
29.33512;0.05195338
29.34501;0.05934606
29.35491;0.06753101
29.3648;0.07642163
29.39647;0.1080619
29.41231;0.124111
29.42814;0.1388019
29.44397;0.1509318
29.4598;0.1594137
29.4699;0.1625388
29.48;0.1637298
29.4901;0.1629487
29.5002;0.1602402
29.51945;0.150247
29.5387;0.1352703
29.57545;0.1003611
29.59383;0.08334337
29.6122;0.06834401
29.6262;0.0586767
29.6402;0.05065006
29.6542;0.04422449
29.6682;0.0392683
29.6822;0.03559627
29.6962;0.0330028
29.70583;0.03173965
29.71545;0.0308317
29.7347;0.02986767
29.75395;0.02976111
29.7732;0.0302682
29.79245;0.03123367
29.8117;0.03256851
29.8502;0.03620801
29.8887;0.0411773
29.90795;0.04424422
29.9272;0.04777769
29.94645;0.0518616
29.9657;0.05660699
29.98495;0.06216237
30.0042;0.06873109
30.0287;0.07902386
30.04095;0.0852353
30.0532;0.09237005
30.06545;0.1006555
30.0777;0.110399
30.08995;0.122019
30.1022;0.136087
30.11445;0.153382
30.1267;0.1749586
30.13895;0.2022283
30.1512;0.2370506
30.15733;0.2580387
30.16345;0.2818258
30.16958;0.3088882
30.1757;0.339578
30.18183;0.3744802
30.18795;0.4140075
30.19408;0.4588578
30.2002;0.50949
30.2107;0.6118407
30.2212;0.7366712
30.2317;0.8874187
30.2422;1.067379
30.2527;1.279438
30.2632;1.52576
30.2737;1.807432
30.2842;2.124112
30.29164;2.368623
30.29908;2.628343
30.31395;3.184875
30.32883;3.772658
30.3437;4.360974
30.3612;5.0055
30.3787;5.538733
30.38875;5.771847
30.3988;5.940175
30.4079;6.031174
30.417;6.060703
30.4196;6.057666
30.42693;6.021735
30.43425;5.946251
30.4489;5.683545
30.46776;5.158681
30.48662;4.486998
30.5199;3.179034
30.53654;2.562801
30.55318;2.015067
30.56428;1.696152
30.57537;1.416918
30.58647;1.176496
30.59756;0.973397
30.60866;0.8042218
30.61975;0.6655746
30.6253;0.6063382
30.63084;0.5532856
30.63639;0.505725
30.64193;0.4633421
30.64859;0.4184666
30.65525;0.3795009
30.66191;0.3457287
30.66856;0.3165306
30.67522;0.2912178
30.68187;0.2693243
30.69518;0.2337663
30.70628;0.2106487
30.71737;0.1919002
30.72969;0.1747789
30.742;0.1604285
30.75715;0.1453095
30.77392;0.1306847
30.79069;0.1174983
30.8212;0.09613889
30.85171;0.07798657
30.87104;0.06828606
30.8807;0.06397803
30.89036;0.06002391
30.90002;0.05641227
30.90968;0.05312697
30.91934;0.05014807
30.929;0.04745307
30.93866;0.04501808
30.94832;0.04281883
30.95798;0.04083162
30.96764;0.03903406
30.9773;0.03740561
30.98696;0.03592798
30.99662;0.03458539
31.00628;0.03336463
31.02256;0.03155494
31.03883;0.03002969
31.04697;0.02936795
31.0551;0.02877429
31.06324;0.02824854
31.07137;0.02779431
31.0846;0.02721549
31.09782;0.02685239
31.11104;0.02672738
31.12426;0.02686469
31.13749;0.02728672
31.15071;0.02800808
31.16393;0.02903242
31.17715;0.03034636
31.19342;0.03230795
31.20969;0.03454031
31.24223;0.03910279
31.26054;0.04119185
31.27884;0.04253772
31.29092;0.04289888
31.303;0.04278909
31.32059;0.04176606
31.33411;0.04032277
31.34763;0.03839067
31.37216;0.03400694
31.39668;0.02917286
31.41998;0.02486007
31.43163;0.02297511
31.44327;0.02133471
31.45492;0.01996627
31.46657;0.01888947
31.47822;0.01811185
31.48986;0.01763207
31.49722;0.01747797
31.50458;0.01743506
31.51194;0.01749833
31.51929;0.01766146
31.5291;0.01802236
31.53891;0.01852861
31.54872;0.019157
31.56834;0.02067104
31.60758;0.02382579
31.62107;0.02464067
31.63455;0.02518741
31.64578;0.0253975
31.657;0.02536251
31.677;0.02467758
31.69388;0.02352051
31.71075;0.0219347
31.72992;0.01978372
31.74908;0.01747406
31.76824;0.01520786
31.7874;0.01314127
31.79775;0.01214382
31.8081;0.01124061
31.81845;0.01043427
31.8288;0.009723518
31.83915;0.009103933
31.8495;0.008568861
31.85985;0.008110214
31.8702;0.007719182
31.88055;0.007386822
31.8909;0.007104506
31.90125;0.006864237
31.9116;0.006658841
31.9323;0.006328539
31.95299;0.006074428
31.97369;0.005869671
31.99439;0.005697408
32.03578;0.005412725
32.07718;0.005176797
32.11857;0.004972668
32.15537;0.004811197
32.19216;0.004665048
32.22896;0.00453181
32.24736;0.004469496
32.26575;0.004409846
32.28262;0.004357309
32.29949;0.004306755
32.31636;0.004258092
32.33322;0.004211265
32.35009;0.004166141
32.36695;0.004122705
32.40068;0.00404053
32.41294;0.004012148
32.43747;0.003957611
32.45474;0.003920947
32.472;0.003885674
32.482;0.003865847
32.49903;0.003833084
32.51605;0.003801571
32.53712;0.003764223
32.60383;0.00365765
32.62051;0.003633692
32.63718;0.003610797
32.65386;0.003588928
32.67053;0.003568103
32.68633;0.003549311
32.70213;0.003531438
32.71793;0.003514488
32.73373;0.003498466
32.76533;0.003469258
32.79693;0.00344397
32.82853;0.00342287
32.86013;0.003406374
32.89173;0.003395107
32.92332;0.003389997
32.95492;0.003392437
32.98652;0.003404608
33.01812;0.003430177
33.03392;0.003449905
33.04971;0.003475924
33.06551;0.003510247
33.08131;0.003555781
33.09711;0.003616852
33.11291;0.003699838
33.12081;0.003752306
33.12871;0.003814009
33.13661;0.003886726
33.14451;0.003972548
33.15241;0.004073914
33.16031;0.00419364
33.16821;0.004334939
33.1761;0.004501209
33.18357;0.004685424
33.19103;0.004899192
33.19849;0.005146734
33.20595;0.005432272
33.21341;0.005760185
33.22087;0.00613491
33.22833;0.006560828
33.23579;0.007042118
33.24326;0.007583357
33.25072;0.008186353
33.25818;0.008854288
33.26564;0.009588688
33.28056;0.01125686
33.29548;0.01317581
33.31128;0.01543357
33.32708;0.01783707
33.35868;0.02255884
33.37448;0.02456094
33.39027;0.02610976
33.40564;0.02705852
33.421;0.02737582
33.43615;0.02704478
33.45424;0.02585383
33.47233;0.02393035
33.49826;0.02032239
33.52419;0.01635384
33.53803;0.01431201
33.55186;0.0124203
33.56569;0.01072463
33.57952;0.009250857
33.59335;0.008005913
33.60027;0.00746686
33.60718;0.006981864
33.6141;0.006546952
33.62101;0.006160452
33.62793;0.005818075
33.63484;0.005517518
33.64176;0.005254587
33.64867;0.005026778
33.65559;0.004830285
33.6625;0.004662707
33.67288;0.004458767
33.68325;0.004305033
33.69363;0.004194164
33.704;0.004120573
33.71438;0.004079447
33.72475;0.004067172
33.73512;0.004080771
33.74549;0.004117878
33.75587;0.004176531
33.76624;0.004254721
33.77662;0.004350661
33.78699;0.00446204
33.82848;0.005010074
33.8475;0.005277429
33.86652;0.005526345
33.87343;0.00560878
33.88872;0.005771776
33.904;0.005905221
33.91915;0.006008273
33.93198;0.006074889
33.9448;0.006125696
33.9654;0.006183041
33.98599;0.00622061
34.02305;0.006244839
34.04203;0.006220226
34.061;0.006153081
34.076;0.006061876
34.0935;0.005908436
34.10302;0.00580393
34.11253;0.005685944
34.12205;0.00555587
34.13156;0.005416102
34.14268;0.005243551
34.15379;0.005065478
34.1649;0.004886185
34.17601;0.004709955
34.18713;0.004540501
34.19824;0.004381375
34.20935;0.004234936
34.22046;0.004102915
34.2338;0.003964761
34.24713;0.003849215
34.26046;0.003755389
34.27379;0.003681685
34.28491;0.003634096
34.29602;0.003597771
34.30713;0.003571367
34.31824;0.003553693
34.32935;0.003543727
34.34046;0.003540666
34.35157;0.003543967
34.36268;0.003553375
34.37324;0.00356803
34.3838;0.003588601
34.39436;0.003615736
34.40491;0.003650381
34.41547;0.003693938
34.42602;0.003748035
34.43658;0.003814874
34.44713;0.003896806
34.45769;0.003996821
34.46824;0.00411785
34.4788;0.004263436
34.48935;0.004436656
34.49991;0.00464104
34.51046;0.004878998
34.52102;0.005153101
34.53157;0.005463951
34.54102;0.005773675
34.55046;0.006111357
34.56935;0.006861144
34.60713;0.00850951
34.62825;0.009367477
34.64936;0.0100482
34.66046;0.01030269
34.67273;0.01048443
34.685;0.01055325
34.70259;0.01045047
34.72251;0.01006573
34.74243;0.009449272
34.80215;0.007037763
34.81615;0.006511079
34.83014;0.006038822
34.84414;0.005628371
34.85813;0.00528291
34.86513;0.005133912
34.87213;0.005000164
34.87913;0.004880965
34.88612;0.004775637
34.89312;0.004682982
34.90011;0.00460232
34.90711;0.004532457
34.9141;0.004472631
34.92343;0.004406643
34.93276;0.004354592
34.94209;0.004314558
34.95142;0.004284825
34.96075;0.004263899
34.97008;0.004250505
34.97941;0.004243581
34.98874;0.004242254
34.99807;0.004245825
35.0074;0.004253738
35.01673;0.004265558
35.02606;0.00428094
35.03539;0.004299606
35.04472;0.004321319
35.05405;0.00434586
35.06338;0.004373006
35.08111;0.004430881
35.09884;0.004495233
35.13429;0.00463218
35.15295;0.004701337
35.17161;0.004763175
35.18731;0.004807058
35.203;0.004842076
35.21815;0.004867074
35.23071;0.004881473
35.24327;0.004890751
35.25777;0.004896246
35.27226;0.00489776
35.30571;0.004896159
35.32244;0.004897743
35.33916;0.004903605
35.35589;0.004914956
35.36425;0.004922882
35.37261;0.004932342
35.38098;0.004943337
35.38934;0.004955801
35.3977;0.004969691
35.40606;0.004984935
35.41443;0.005001474
35.42279;0.005019182
35.43115;0.005037991
35.43951;0.005057816
35.44788;0.005078599
35.45624;0.005100215
35.4646;0.005122618
35.47296;0.005145744
35.483;0.005174396
35.49303;0.0052039
35.50307;0.005234248
35.5131;0.005265323
35.52314;0.005297146
35.53317;0.005329621
35.55324;0.005396568
35.57331;0.005466055
35.59338;0.005538054
35.61345;0.005612588
35.63351;0.005689679
35.67365;0.005852085
35.71378;0.006026056
35.75392;0.006212715
35.79405;0.006413139
35.82973;0.006604039
35.86541;0.006808109
35.90555;0.007055206
35.94569;0.007323175
35.98583;0.007614802
36.0059;0.007770477
36.02597;0.007933324
36.04604;0.008103851
36.06611;0.008282626
36.08618;0.00847029
36.09622;0.008567729
36.10625;0.008667575
36.11629;0.008770134
36.12632;0.008875318
36.13636;0.008983459
36.14639;0.009094473
36.15643;0.009208722
36.16646;0.009326125
36.17649;0.009446949
36.18652;0.009571353
36.20046;0.009750514
36.2144;0.009937373
36.22834;0.01013239
36.24227;0.01033589
36.25621;0.01054861
36.27014;0.01077069
36.29801;0.01124522
36.32143;0.0116772
36.34484;0.01214175
36.36045;0.01247116
36.37273;0.01274221
36.385;0.01302426
36.40259;0.01344984
36.4192;0.01387706
36.4358;0.01433162
36.46343;0.0151589
36.49106;0.01609106
36.50488;0.01660359
36.51869;0.0171508
36.5325;0.01773664
36.54631;0.01836511
36.56012;0.01904068
36.57393;0.01976845
36.58774;0.02055424
36.60155;0.02140477
36.61038;0.02198608
36.61921;0.02259935
36.62804;0.02324716
36.63686;0.02393161
36.64569;0.02465744
36.65451;0.02542664
36.67216;0.0271153
36.68981;0.02903738
36.70746;0.03124551
36.72511;0.03381143
36.74276;0.03683606
36.76578;0.04172141
36.77729;0.04470482
36.7888;0.04816935
36.798;0.05136859
36.808;0.05538347
36.818;0.06008967
36.82675;0.06490736
36.8355;0.07052488
36.84427;0.07712962
36.85303;0.08490763
36.86179;0.09411293
36.87055;0.1050378
36.88102;0.1208324
36.89148;0.1402383
36.90194;0.1640646
36.9124;0.1932187
36.9188;0.2141137
36.92519;0.2375881
36.93159;0.2639715
36.93798;0.2934427
36.94438;0.3263575
36.95077;0.3628725
36.95716;0.4032866
36.96355;0.447835
36.97634;0.5502411
36.98913;0.6713234
37.00192;0.8116259
37.0147;0.9705496
37.03098;1.197262
37.04725;1.444448
37.06353;1.701745
37.0798;1.954833
37.10305;2.277087
37.117;2.430329
37.13095;2.542124
37.14298;2.599886
37.155;2.61893
37.16228;2.611213
37.17579;2.55902
37.1893;2.460559
37.20668;2.275422
37.22405;2.040704
37.25384;1.580276
37.28363;1.128222
37.29977;0.9119172
37.31591;0.7237782
37.32398;0.6410502
37.33205;0.5659261
37.34012;0.4982468
37.34818;0.437803
37.35625;0.3840704
37.36432;0.3366841
37.37239;0.2951542
37.38045;0.259007
37.38852;0.2276309
37.39659;0.2005592
37.40466;0.1772961
37.41272;0.1573968
37.41893;0.1440648
37.42514;0.1322716
37.43755;0.1126557
37.44996;0.09734711
37.46237;0.08538006
37.47479;0.07597557
37.4872;0.06854403
37.49961;0.06261263
37.51202;0.05783028
37.52444;0.05393233
37.53685;0.05073207
37.54926;0.04808553
37.56167;0.04589158
37.58649;0.0425963
37.61131;0.04050181
37.63117;0.03958784
37.65103;0.03931716
37.67089;0.03967112
37.69075;0.04061903
37.71558;0.04254265
37.7404;0.04508702
37.76523;0.0479663
37.79005;0.05088569
37.81493;0.05367738
37.83;0.05531884
37.84508;0.05700363
37.85639;0.05836488
37.8677;0.05988189
37.87901;0.06163191
37.89031;0.06369875
37.89605;0.06489956
37.90754;0.06766958
37.91903;0.07100983
37.93052;0.07501599
37.94201;0.07977866
37.95349;0.08537591
37.96498;0.09189174
37.97647;0.09938531
37.98796;0.1079076
37.99944;0.1174858
38.01667;0.133886
38.0339;0.1526604
38.054;0.1772468
38.06908;0.1971605
38.09583;0.2337592
38.09893;0.2379578
38.1098;0.2523452
38.12066;0.2659176
38.14238;0.2891262
38.15712;0.3006538
38.17185;0.3078315
38.18293;0.3100203
38.194;0.309302
38.20173;0.3070626
38.21613;0.2991858
38.23053;0.2868559
38.24912;0.2654782
38.2677;0.2397905
38.28629;0.2119823
38.30487;0.1842394
38.32345;0.1583664
38.34203;0.1356734
38.35265;0.1244404
38.36327;0.1145603
38.37389;0.1060448
38.3845;0.0988715
38.39645;0.09231419
38.4084;0.0872559
38.42035;0.08356069
38.43229;0.08108855
38.44424;0.07969943
38.45618;0.07927392
38.46813;0.07970979
38.48007;0.08092975
38.49202;0.08288748
38.50397;0.08556528
38.51592;0.08898113
38.52786;0.09318888
38.53981;0.09829988
38.55175;0.1044658
38.5637;0.1119266
38.57564;0.120985
38.58626;0.1307278
38.59688;0.1424539
38.6075;0.1566441
38.61812;0.1738925
38.62874;0.1949227
38.63936;0.2206014
38.64998;0.2519477
38.66059;0.2900972
38.67121;0.3364448
38.68183;0.3924123
38.69245;0.4595495
38.70307;0.539449
38.71369;0.6336741
38.72431;0.7436672
38.73493;0.8706396
38.74554;1.015303
38.75616;1.178304
38.76678;1.35927
38.7774;1.557229
38.78802;1.77038
38.80926;2.230641
38.83049;2.708014
38.85306;3.186183
38.87563;3.577516
38.89012;3.758198
38.9046;3.870974
38.915;3.906645
38.9254;3.903552
38.94283;3.814146
38.96026;3.630447
38.97424;3.428844
38.9917;3.131798
38.99678;3.03983
39.00693;2.853415
39.012;2.760441
39.02215;2.578117
39.03923;2.295066
39.0563;2.059779
39.0668;1.945425
39.0773;1.857001
39.0878;1.79562
39.0983;1.761363
39.1103;1.754216
39.1223;1.778443
39.13805;1.850566
39.1538;1.956637
39.1853;2.208829
39.2003;2.317526
39.2153;2.401127
39.23015;2.449145
39.245;2.455802
39.25794;2.425342
39.27587;2.328057
39.29379;2.173688
39.31987;1.874286
39.34594;1.532652
39.37403;1.174559
39.38807;1.014171
39.40211;0.8712964
39.41615;0.7478353
39.43019;0.6443452
39.44423;0.5603227
39.45125;0.5252432
39.45827;0.494524
39.4663;0.4644499
39.47432;0.4394826
39.48134;0.4215206
39.48836;0.4069637
39.49538;0.3956084
39.5024;0.3872706
39.51644;0.3790339
39.53048;0.3813177
39.54452;0.3937136
39.55856;0.4164155
39.5726;0.4502886
39.58664;0.4969447
39.59517;0.5325346
39.6037;0.5744445
39.61223;0.6235288
39.62075;0.6807194
39.62928;0.7473133
39.6378;0.8244846
39.64633;0.9139241
39.65485;1.017111
39.66338;1.136163
39.6719;1.272849
39.68043;1.429704
39.68895;1.608712
39.69748;1.812753
39.706;2.043857
39.71453;2.305075
39.72305;2.598207
39.73609;3.114206
39.74912;3.716804
39.76216;4.410769
39.77519;5.19508
39.7818;5.626351
39.8;6.917367
39.8026;7.112554
39.8091;7.609965
39.8156;8.118542
39.82354;8.750169
39.84268;10.27913
39.86593;12.01435
39.88917;13.40819
39.90011;13.8871
39.91606;14.33481
39.932;14.45567
39.94978;14.19287
39.96489;13.65559
39.97999;12.86588
39.99416;11.93863
40.00833;10.88065
40.03666;8.579021
40.0623;6.540561
40.07512;5.607973
40.08793;4.757127
40.10075;3.996184
40.11357;3.329576
40.12639;2.756204
40.1392;2.271581
40.15067;1.906508
40.16214;1.599848
40.17361;1.344708
40.18508;1.134153
40.19655;0.9615237
40.20802;0.8206663
40.21949;0.7060663
40.23095;0.6129851
40.24242;0.5371593
40.25389;0.475248
40.26536;0.4244331
40.27682;0.382468
40.28829;0.3474595
40.29976;0.3180086
40.31123;0.292987
40.32269;0.2715331
40.33484;0.2519019
40.34698;0.2348777
40.37127;0.2067831
40.39556;0.1845765
40.41984;0.1666237
40.44413;0.151855
40.46841;0.1395711
40.4927;0.1292612
40.51698;0.1205698
40.54937;0.1110306
40.58175;0.1034279
40.61413;0.09743748
40.64651;0.09283994
40.67889;0.0894925
40.71127;0.08731575
40.74365;0.08628889
40.77603;0.08645285
40.81111;0.08811009
40.84619;0.09158383
40.88127;0.09737809
40.89881;0.1014061
40.91635;0.1064088
40.93389;0.1126397
40.95143;0.120467
40.96897;0.1304355
40.98651;0.1433589
41.00405;0.1604529
41.01282;0.1710974
41.02159;0.1835174
