Incident energy;
Incident energy;
Incident energy;?(E)
160.3439;0.001740455
160.3625;0.001912047
160.3811;0.002103866
160.3997;0.002315903
160.4369;0.002797185
160.4741;0.003341165
160.5283;0.00418574
160.5824;0.00497295
160.6095;0.00529915
160.6349;0.005541966
160.6603;0.005711297
160.7;0.005808757
160.7137;0.005792595
160.7378;0.005702398
160.7619;0.005536938
160.7959;0.005189679
160.8298;0.004737215
160.885;0.003865654
160.9401;0.002964677
160.9868;0.002271345
161.0102;0.001965256
161.0335;0.001692277
161.0569;0.001451172
161.0802;0.001243639
161.1036;0.001066356
161.1269;9.184529E-4
161.1524;7.858367E-4
161.1778;6.800553E-4
161.2033;5.960049E-4
161.2192;5.530096E-4
161.2351;5.161291E-4
161.2669;4.573944E-4
161.2795;4.386368E-4
161.3;4.124445E-4
161.3205;3.906384E-4
161.3599;3.578245E-4
161.385;3.414676E-4
161.4101;3.277263E-4
161.4352;3.161478E-4
161.4603;3.064896E-4
161.4866;2.983281E-4
161.5128;2.92192E-4
161.539;2.880999E-4
161.5652;2.861099E-4
161.5827;2.859662E-4
161.6001;2.867584E-4
161.6198;2.887524E-4
161.6395;2.918559E-4
161.6788;3.009904E-4
161.7574;3.269806E-4
161.7924;3.394189E-4
161.8273;3.508173E-4
161.8688;3.618359E-4
161.8709;3.623019E-4
161.8776;3.637246E-4
161.8842;3.650294E-4
161.8975;3.673626E-4
161.9;3.677567E-4
161.9077;3.688821E-4
161.9153;3.698629E-4
161.9453;3.72527E-4
161.968;3.733934E-4
161.9907;3.734829E-4
162.0175;3.729462E-4
162.0443;3.72206E-4
162.0877;3.720936E-4
162.131;3.757287E-4
162.1744;3.861905E-4
162.1961;3.951057E-4
162.2177;4.071669E-4
162.2343;4.190449E-4
162.2508;4.335351E-4
162.2673;4.511902E-4
162.2838;4.726108E-4
162.3003;4.98537E-4
162.3168;5.298789E-4
162.3333;5.67752E-4
162.3498;6.135154E-4
162.3695;6.808027E-4
162.3891;7.646404E-4
162.4087;8.694623E-4
162.4283;0.001000256
162.4479;0.001162953
162.4675;0.00136449
162.4871;0.001612828
162.5067;0.001916928
162.5263;0.002286645
162.5459;0.002732547
162.5655;0.003265635
162.5851;0.003896956
162.6047;0.004637103
162.6243;0.005495617
162.6439;0.006480295
162.6635;0.007596433
162.6842;0.008920114
162.7048;0.01038264
162.7255;0.01198978
162.7461;0.01371111
162.7874;0.01743391
162.8286;0.02128486
162.8699;0.02493696
162.9112;0.02799204
162.936;0.02938472
162.969;0.03058908
162.9943;0.03095305
163.0;0.03096512
163.0086;0.0309343
163.028;0.03064984
163.0474;0.0300755
163.0699;0.02906926
163.0924;0.0277357
163.1354;0.0244666
163.1783;0.02062001
163.2212;0.01662076
163.2641;0.01283898
163.2856;0.01111168
163.307;0.009533548
163.3285;0.00810235
163.3499;0.006836721
163.3704;0.005772313
163.3908;0.004851896
163.4113;0.004058325
163.4317;0.003389076
163.4522;0.002825914
163.4726;0.00236217
163.493;0.001982787
163.5134;0.001676264
163.5339;0.001430942
163.5543;0.001239715
163.5748;0.001092419
163.5952;9.835575E-4
163.6157;9.063592E-4
163.6361;8.570932E-4
163.6565;8.319026E-4
163.6769;8.282999E-4
163.6933;8.398711E-4
163.7096;8.634951E-4
163.726;8.990751E-4
163.7423;9.459518E-4
163.7561;9.945258E-4
163.7699;0.001051219
163.7975;0.001188939
163.8251;0.001359037
163.8527;0.001561113
163.8803;0.001794142
163.9079;0.002056267
163.9355;0.002344686
163.9631;0.002655619
163.9979;0.003072311
164.0326;0.003504324
164.0653;0.003914249
164.09;0.00421757
164.1056;0.004403198
164.1401;0.004787823
164.1824;0.005187261
164.1954;0.005288915
164.2312;0.005505346
164.267;0.00561405
164.2963;0.005612949
164.3243;0.005532124
164.34;0.005452629
164.3505;0.005386067
164.3846;0.005099862
164.4282;0.004598761
164.4685;0.004038876
164.5087;0.003434036
164.5523;0.002778658
164.5959;0.002172348
164.6177;0.00189917
164.6395;0.001649962
164.6613;0.001426343
164.6831;0.00122894
164.71;0.001021077
164.7234;9.317481E-4
164.7368;8.514371E-4
164.7503;7.792415E-4
164.7637;7.157903E-4
164.7771;6.60053E-4
164.7905;6.115506E-4
164.804;5.695128E-4
164.8174;5.340806E-4
164.8308;5.044508E-4
164.8442;4.801729E-4
164.8576;4.608165E-4
164.871;4.459742E-4
164.8844;4.352621E-4
164.8978;4.283196E-4
164.9113;4.247942E-4
164.9247;4.244185E-4
164.9515;4.318152E-4
164.9717;4.434678E-4
164.9918;4.592558E-4
165.032;4.999451E-4
165.1125;5.940803E-4
165.1444;6.266682E-4
165.1763;6.520142E-4
165.2131;6.692632E-4
165.2165;6.701249E-4
165.2283;6.721045E-4
165.24;6.724964E-4
165.2577;6.700936E-4
165.2905;6.563076E-4
165.3177;6.363615E-4
165.3449;6.098431E-4
165.3994;5.428563E-4
165.4538;4.685841E-4
165.4841;4.28585E-4
165.5143;3.918073E-4
165.5446;3.591396E-4
165.5748;3.314562E-4
165.6021;3.108241E-4
165.6293;2.943513E-4
165.6429;2.875751E-4
165.6565;2.817202E-4
165.6701;2.767413E-4
165.6837;2.725896E-4
165.6974;2.691927E-4
165.711;2.66549E-4
165.7246;2.645811E-4
165.7382;2.632407E-4
165.7654;2.622646E-4
165.7926;2.632974E-4
165.8093;2.648131E-4
165.8259;2.669279E-4
165.8592;2.728723E-4
165.8925;2.809927E-4
165.9257;2.91311E-4
165.959;3.041724E-4
165.9923;3.201271E-4
166.0256;3.401732E-4
166.0588;3.658534E-4
166.0921;3.999144E-4
166.1254;4.463547E-4
166.1421;4.761558E-4
166.1587;5.114153E-4
166.1753;5.535583E-4
166.1919;6.04106E-4
166.2086;6.652799E-4
166.2252;7.385172E-4
166.2418;8.266867E-4
166.2584;9.327341E-4
166.2751;0.001060882
166.2917;0.001213456
166.3083;0.001395463
166.3249;0.001611656
166.3401;0.001844001
166.3552;0.002111671
166.3703;0.002420426
166.3854;0.002774726
166.4006;0.003181909
166.4157;0.003641039
166.4308;0.004158802
166.4459;0.004739006
166.4611;0.005389427
166.4762;0.006104083
166.4913;0.006888695
166.5064;0.007743849
166.5366;0.009661667
166.5668;0.01183429
166.5986;0.01434235
166.6304;0.01698619
166.6939;0.02215845
166.7272;0.0244867
166.7604;0.02631637
166.7786;0.02705668
166.8027;0.02771016
166.8221;0.02794769
166.83;0.02796852
166.8381;0.027944
166.8678;0.02746131
166.9006;0.02624948
166.928;0.02475963
166.9574;0.0227757
166.96;0.02258481
166.968;0.02198448
166.986;0.02057309
167.004;0.01910128
167.0529;0.01501655
167.1018;0.01117724
167.1263;0.009455969
167.1507;0.007910882
167.1784;0.006376164
167.1923;0.005695018
167.2061;0.005076552
167.22;0.004510127
167.2338;0.004001668
167.2477;0.00354111
167.2615;0.003132076
167.2754;0.002765372
167.2892;0.0024429
167.3031;0.002156524
167.3169;0.001906952
167.3308;0.0016872
167.3446;0.001497217
167.3585;0.001331171
167.3723;0.001188592
167.3878;0.001051636
167.4033;9.359367E-4
167.4188;8.384326E-4
167.4343;7.564058E-4
167.4498;6.874686E-4
167.4653;6.295433E-4
167.4808;5.808388E-4
167.4962;5.400663E-4
167.5117;5.054038E-4
167.5272;4.760446E-4
167.5427;4.510733E-4
167.5581;4.298565E-4
167.5736;4.114932E-4
167.5891;3.956147E-4
167.6046;3.817972E-4
167.62;3.697685E-4
167.651;3.496242E-4
167.682;3.336036E-4
167.713;3.206049E-4
167.7439;3.099313E-4
167.7749;3.010284E-4
167.8058;2.936272E-4
167.8677;2.824146E-4
167.9198;2.761983E-4
167.959;2.733965E-4
167.9981;2.723738E-4
168.0372;2.735007E-4
168.0763;2.77443E-4
168.1008;2.817926E-4
168.1252;2.879586E-4
168.1497;2.964075E-4
168.1741;3.075607E-4
168.1986;3.220762E-4
168.223;3.40463E-4
168.2475;3.635511E-4
168.2719;3.918513E-4
168.2964;4.262932E-4
168.3208;4.672506E-4
168.3453;5.156448E-4
168.3697;5.715634E-4
168.3942;6.358335E-4
168.4186;7.081832E-4
168.443;7.890223E-4
168.4674;8.784782E-4
168.4951;9.906933E-4
168.5228;0.001114701
168.5505;0.001251388
168.5782;0.001402233
168.6027;0.001549175
168.6271;0.001710125
168.6466;0.001850721
168.67;0.002035283
168.6852;0.002165314
168.7141;0.002436451
168.7444;0.00275605
168.7747;0.003111385
168.7853;0.003243468
168.7958;0.003377824
168.8249;0.003765034
168.8539;0.004163424
168.9119;0.004934207
168.9436;0.00529629
168.9752;0.00558199
169.0121;0.00578974
169.0418;0.005841321
169.05;0.0058362
169.0556;0.005827823
169.0738;0.005773333
169.092;0.005677912
169.1318;0.005337251
169.1682;0.004893292
169.2046;0.004362843
169.2775;0.003218829
169.3139;0.002690354
169.3503;0.002234685
169.3801;0.001931901
169.395;0.001807318
169.4099;0.001701722
169.4248;0.001615765
169.4397;0.001549987
169.4546;0.00150484
169.4694;0.001480802
169.4827;0.001477162
169.4959;0.001490578
169.5092;0.001521441
169.5224;0.001569447
169.5357;0.001635457
169.5489;0.001718571
169.5621;0.001819264
169.5753;0.001937516
169.5878;0.002065596
169.6002;0.002207961
169.625;0.002537325
169.6498;0.00292324
169.6746;0.003360323
169.6995;0.003842866
169.7243;0.004356787
169.7739;0.005432415
169.8169;0.006338749
169.8599;0.007134513
169.8996;0.007710491
169.9095;0.007825611
169.94;0.008103419
169.9529;0.00818567
169.9812;0.00829487
170.0276;0.008284124
170.0713;0.00810867
170.115;0.007835867
170.1355;0.007690022
170.1458;0.007614446
170.1677;0.007450821
170.1896;0.007285128
170.2333;0.006951553
170.2744;0.006631301
170.2846;0.00655019
170.31;0.006345257
170.3278;0.006199951
170.3576;0.00595859
170.4121;0.005572741
170.4407;0.005445848
170.4693;0.005417908
170.4979;0.005536717
170.5122;0.005668612
170.5265;0.005859204
170.5429;0.006160855
170.5592;0.006561137
170.5756;0.007078578
170.5919;0.007720625
170.6056;0.008368798
170.6192;0.009118611
170.6328;0.009981838
170.6464;0.01096538
170.6601;0.0120841
170.6737;0.01332697
170.7009;0.01622356
170.7282;0.01969215
170.7554;0.02369398
170.7826;0.02819213
170.8098;0.03309839
170.867;0.04412276
170.9242;0.05462822
170.9569;0.05960725
170.9814;0.06256242
171.0059;0.06470848
171.036;0.06609917
171.05;0.06625088
171.0556;0.06622208
171.0748;0.06573676
171.0939;0.0646725
171.1154;0.06281768
171.1368;0.0603418
171.1761;0.05444199
171.2153;0.0473453
171.2939;0.03211234
171.3332;0.02511917
171.3529;0.02194337
171.3725;0.01903856
171.3904;0.01661991
171.4082;0.01444059
171.4261;0.01247436
171.4439;0.01073674
171.4609;0.009270517
171.4779;0.007981756
171.4949;0.006857562
171.5118;0.005889331
171.5295;0.005019486
171.55;0.004175413
171.5705;0.003483422
171.5897;0.002952902
171.6088;0.002520564
171.6259;0.002201748
171.6429;0.001938749
171.66;0.001720019
171.677;0.00154084
171.6941;0.001392827
171.7111;0.001272444
171.7282;0.001173851
171.7452;0.001094589
171.7671;0.001015388
171.7889;9.578095E-4
171.8108;9.178138E-4
171.8326;8.933045E-4
171.8545;8.823745E-4
171.8763;8.840323E-4
171.8982;8.975957E-4
171.92;9.224851E-4
171.9419;9.585665E-4
171.9637;0.001005122
171.9855;0.001061772
172.0073;0.001127773
172.0456;0.001263063
172.0838;0.001415343
172.1602;0.001724919
172.193;0.00183806
172.2257;0.001926917
172.2557;0.001982048
172.2849;0.002008799
172.29;0.002010703
172.3004;0.002012082
172.3316;0.001997206
172.3552;0.001969522
172.3787;0.001931681
172.4231;0.001849201
172.4675;0.001787046
172.5041;0.001785199
172.5224;0.001810895
172.5406;0.001858898
172.5563;0.001920977
172.572;0.002004439
172.5877;0.002111247
172.6033;0.002242233
172.6281;0.002504977
172.6529;0.002838143
172.6777;0.003243386
172.7025;0.003719299
172.7273;0.004260964
172.7521;0.004859654
172.8017;0.006173961
172.8514;0.00752305
172.901;0.008724177
172.9271;0.009237661
172.9532;0.009640739
172.961;0.009737251
172.9896;0.009989781
173.0;0.01004093
173.0104;0.01007013
173.0372;0.01004535
173.0816;0.009708416
173.1213;0.009148569
173.1609;0.008424127
173.1889;0.007856434
173.217;0.007272173
173.2823;0.005984387
173.3127;0.005461676
173.34;0.005047345
173.3553;0.004839245
173.3829;0.004507904
173.4303;0.004065065
173.4752;0.003774278
173.52;0.003580172
173.5799;0.003411452
173.6148;0.003330301
173.6497;0.003241955
173.6795;0.003150902
173.7;0.003076545
173.7205;0.002991216
173.7552;0.002820622
173.7899;0.002618982
173.8246;0.002392573
173.855;0.002181474
173.8853;0.001967257
173.9156;0.001757083
173.9459;0.001558161
173.9762;0.001376476
174.0065;0.001216438
174.0368;0.001080815
174.0671;9.708966E-4
174.0845;9.194929E-4
174.1018;8.76779E-4
174.1191;8.423247E-4
174.1364;8.160208E-4
174.1624;7.916784E-4
174.1884;7.856954E-4
174.2144;7.987907E-4
174.2404;8.325362E-4
174.2664;8.895591E-4
174.2924;9.736984E-4
174.3054;0.001027491
174.3184;0.001090092
174.3314;0.001162349
174.3444;0.001245182
174.3574;0.001339583
174.3704;0.001446602
174.3834;0.001567339
174.3964;0.00170293
174.4094;0.001854528
174.4224;0.002023284
174.4484;0.002416743
174.4744;0.002891629
174.5004;0.003454664
174.5264;0.0041101
174.5523;0.004855855
174.5913;0.006146156
174.6303;0.00761203
174.7083;0.01088397
174.7776;0.01393294
174.8188;0.01579459
174.8449;0.01703423
174.85;0.01728563
174.8629;0.01793905
174.8967;0.01980823
174.9228;0.02146376
174.9489;0.02336265
174.9816;0.02615505
175.0142;0.02944858
175.0403;0.03245564
175.1056;0.04112349
175.1708;0.05014807
175.2051;0.05427355
175.2393;0.05748202
175.2752;0.05953009
175.3073;0.06000841
175.31;0.05998682
175.3182;0.05986163
175.3377;0.05920482
175.3572;0.05805267
175.3807;0.05604272
175.4042;0.05342013
175.4477;0.04727553
175.4911;0.0400934
175.5382;0.03198935
175.5852;0.02439512
175.6087;0.0209769
175.6322;0.01787808
175.6557;0.01512627
175.6792;0.01273329
175.701;0.01083329
175.7227;0.009238913
175.7444;0.007926762
175.7661;0.006879625
175.7806;0.006318351
175.7951;0.005861349
175.8096;0.005503057
175.824;0.005239656
175.8385;0.005062475
175.853;0.004968955
175.8675;0.004954733
175.8819;0.005015097
175.8946;0.005126985
175.9073;0.005291335
175.9326;0.005765937
175.9579;0.006421317
175.9832;0.00723808
176.0086;0.008198135
176.0339;0.009267698
176.0845;0.01161707
176.1316;0.01382923
176.1787;0.01578014
176.204;0.01662637
176.2419;0.01754069
176.2636;0.01785046
176.28;0.01797753
176.2855;0.01799969
176.3009;0.01800862
176.3162;0.0179434
176.3587;0.01743269
176.3966;0.01670658
176.4344;0.01593832
176.4628;0.01547428
176.4912;0.01522233
176.5196;0.01528083
176.548;0.01573579
176.5669;0.01629222
176.5858;0.01706822
176.6071;0.01821595
176.6284;0.01965523
176.6497;0.02137793
176.671;0.02336509
176.7136;0.02800388
176.7561;0.03320734
176.7987;0.03853437
176.8413;0.04346186
176.846;0.04395981
176.8649;0.04584264
176.8838;0.04750958
176.9103;0.04943199
176.93;0.05051922
176.9357;0.05077711
176.9567;0.05150422
176.9777;0.0518813
177.0236;0.05154237
177.0633;0.05010725
177.1029;0.04782764
177.1447;0.04472941
177.1948;0.0403678
177.2177;0.03821134
177.24;0.03604203
177.2578;0.03427299
177.2886;0.03115925
177.314;0.02856712
177.3394;0.02598021
177.3648;0.02342574
177.3901;0.02094194
177.4155;0.01853805
177.4408;0.01626067
177.4578;0.01480865
177.4747;0.01343518
177.4916;0.01213695
177.5085;0.01091825
177.5255;0.009775685
177.5424;0.008724505
177.5593;0.007758297
177.5762;0.006876414
177.5932;0.006072612
177.6101;0.005353596
177.627;0.004710815
177.6439;0.004140013
177.6608;0.003636418
177.6777;0.003194912
177.6946;0.002810177
177.7115;0.002476843
177.7242;0.00225697
177.7369;0.002060936
177.7496;0.001886623
177.7623;0.00173201
177.775;0.001595177
177.7877;0.001474319
177.813;0.001274618
177.8384;0.001119389
177.8638;9.995145E-4
177.8892;9.068305E-4
177.9145;8.350804E-4
177.9399;7.786309E-4
177.9653;7.339044E-4
178.016;6.687195E-4
178.0668;6.237937E-4
178.1175;5.910378E-4
178.219;5.462325E-4
178.3205;5.179776E-4
178.422;5.004561E-4
178.5234;4.910117E-4
178.6136;4.88303E-4
178.7151;4.911912E-4
178.8166;5.004969E-4
178.9181;5.170426E-4
179.0196;5.425978E-4
179.0704;5.597331E-4
179.1211;5.805478E-4
179.1719;6.060963E-4
179.2226;6.377749E-4
179.2734;6.781961E-4
179.3241;7.316195E-4
179.3495;7.656563E-4
179.3748;8.063855E-4
179.4002;8.563706E-4
179.4255;9.182882E-4
179.4481;9.872174E-4
179.4707;0.001073078
179.4933;0.001180984
179.5158;0.001316789
179.5384;0.001489892
179.5609;0.001708848
179.5722;0.001840126
179.5835;0.001987964
179.5948;0.002154292
179.606;0.002339448
179.6173;0.002548969
179.6286;0.002783698
179.6399;0.003046191
179.6511;0.003336411
179.6624;0.003662345
179.6737;0.004024482
179.685;0.004425853
179.6962;0.004865434
179.7188;0.005891499
179.7413;0.007118152
179.7639;0.008579538
179.7864;0.0102827
179.809;0.0122578
179.8315;0.01449516
179.8541;0.01701328
179.8766;0.01977741
179.9217;0.02597602
179.9668;0.03272404
180.0148;0.0398633
180.0627;0.04610091
180.0796;0.0479237
180.1191;0.05113773
180.1501;0.05246296
180.17;0.05270702
180.1757;0.05268762
180.1942;0.05235151
180.2127;0.05160587
180.2358;0.05012926
180.2589;0.04810049
180.2986;0.04355003
180.3382;0.03808259
180.4109;0.02731946
180.4472;0.02230572
180.4835;0.01787526
180.5067;0.01542206
180.5298;0.01330071
180.5529;0.01151023
180.576;0.01005154
180.5992;0.008914037
180.6223;0.008095747
180.6454;0.007575609
180.6685;0.007335685
180.6817;0.00731689
180.6949;0.00737933
180.7197;0.007702174
180.7445;0.008269306
180.7693;0.00905008
180.794;0.01000651
180.8436;0.01231217
180.8931;0.01483071
180.9328;0.01674348
180.9724;0.0183369
180.9889;0.01886461
181.0252;0.01967461
181.0573;0.01994153
181.06;0.01994381
181.0681;0.0199317
181.0872;0.01979161
181.1062;0.0195007
181.1517;0.01824654
181.1937;0.01653213
181.2357;0.01449283
181.3057;0.01095047
181.3407;0.009327212
181.3757;0.007892136
181.4037;0.00689987
181.4247;0.006248619
181.4457;0.00567429
181.4667;0.005171886
181.4877;0.004734766
181.5262;0.004077239
181.55;0.003745991
181.5678;0.003527599
181.6047;0.003135838
181.6356;0.00285379
181.6665;0.002600719
181.7111;0.002273315
181.7557;0.001985885
181.8003;0.001743668
181.8226;0.001642969
181.8449;0.00155814
181.8724;0.001478112
181.8998;0.001428756
181.9179;0.001414626
181.9359;0.001416487
181.9539;0.001435414
181.9719;0.001472661
181.99;0.001529902
182.008;0.00160784
182.026;0.001708067
182.044;0.001831871
182.0621;0.001981338
182.0801;0.002155844
182.0981;0.002356922
182.1161;0.00258502
182.1342;0.002841663
182.1522;0.003123535
182.1882;0.003762107
182.2225;0.004449809
182.2568;0.00519069
182.3254;0.006694087
182.3615;0.007407482
182.3975;0.00800295
182.4284;0.008391486
182.4516;0.008597445
182.47;0.008705457
182.4806;0.008745202
182.508;0.008773095
182.5538;0.008598094
182.5948;0.008254498
182.6357;0.00780683
182.6743;0.007361021
182.7032;0.007056921
182.7393;0.006765857
182.7754;0.006633816
182.797;0.006659536
182.82;0.006795267
182.8381;0.006994191
182.8589;0.007338498
182.8796;0.007820737
182.8972;0.008353726
182.9147;0.009007383
182.9322;0.009795057
182.9497;0.01072674
182.9653;0.01168592
182.9809;0.01277182
183.012;0.01532851
183.0334;0.01739429
183.0548;0.01970342
183.0762;0.02223984
183.0976;0.02497712
183.1404;0.03089417
183.1831;0.03701715
183.226;0.04283251
183.2688;0.04768501
183.2999;0.05028913
183.3414;0.05223305
183.36;0.05248046
183.3681;0.05246445
183.3849;0.05219376
183.4017;0.05161034
183.4454;0.04875725
183.4891;0.04437772
183.5328;0.03915369
183.5707;0.03455329
183.6085;0.03045091
183.6274;0.0287352
183.6463;0.02731723
183.6652;0.02624643
183.6841;0.02556671
183.7074;0.02532263
183.7213;0.02551161
183.7351;0.02595847
183.7489;0.02667084
183.7627;0.02765365
183.7904;0.03045046
183.818;0.03431821
183.8457;0.03922907
183.8733;0.04504266
183.901;0.05164367
183.9286;0.05877645
183.9752;0.07135133
184.0218;0.08333988
184.0539;0.09047059
184.0859;0.09614959
184.1207;0.100304
184.15;0.1019736
184.1559;0.1021008
184.1733;0.1020701
184.1907;0.1014461
184.2136;0.09976856
184.2365;0.09720561
184.2736;0.09149582
184.3107;0.08440796
184.4137;0.06269601
184.4479;0.05607795
184.4794;0.05052103
184.5108;0.04551427
184.5393;0.04139667
184.56;0.03862889
184.5782;0.03632873
184.6101;0.03254754
184.6372;0.02953798
184.6643;0.02667813
184.6977;0.02333181
184.7311;0.02017633
184.7645;0.01722816
184.7979;0.01451731
184.8261;0.01243729
184.8543;0.01056549
184.8825;0.008911548
184.9107;0.007477519
184.9389;0.006257872
184.9671;0.005240414
184.9953;0.004407864
185.0235;0.003739713
185.0517;0.003214076
185.0799;0.002809321
185.1081;0.002505337
185.1363;0.002284404
185.1645;0.002131657
185.1927;0.002035224
185.2209;0.001986083
185.249;0.001977704
185.2657;0.001990054
185.2824;0.002014498
185.2991;0.002050555
185.3158;0.00209786
185.343;0.002198279
185.3701;0.002326302
185.3973;0.002481924
185.4244;0.002662833
185.4787;0.003096331
185.5329;0.003608312
185.6039;0.004364431
185.6415;0.004793849
185.6436;0.004818398
185.6502;0.004895969
185.6568;0.0049742
185.67;0.0051328
185.6877;0.005350577
185.723;0.005807868
185.7818;0.006680298
185.8014;0.007018506
185.8341;0.007658428
185.8668;0.008417592
185.8962;0.00922515
185.92;0.009978346
185.9381;0.01061543
185.9664;0.01172669
185.9998;0.01321537
186.0332;0.01487318
186.0435;0.01541175
186.0743;0.0170717
186.1283;0.01998933
186.1822;0.02252541
186.2105;0.023545
186.2387;0.02426657
186.2568;0.0245525
186.2849;0.02469872
186.29;0.02468526
186.3054;0.0245694
186.3406;0.02388819
186.3655;0.02307814
186.3904;0.0220297
186.4436;0.01918421
186.4968;0.01590592
186.5434;0.0130488
186.5899;0.01047494
186.6132;0.009342176
186.6365;0.008330026
186.6598;0.007443205
186.683;0.006684551
186.703;0.006127094
186.7229;0.00565661
186.7429;0.005262787
186.7628;0.004943266
186.7828;0.004688105
186.8027;0.004493099
186.8227;0.004349679
186.8426;0.004253099
186.8609;0.004200042
186.8792;0.004177208
186.8975;0.004181171
186.9158;0.004208985
186.9524;0.00432684
186.9889;0.004516236
187.0255;0.004771431
187.0621;0.005091916
187.0987;0.005484529
187.1352;0.005962837
187.1718;0.006555489
187.2084;0.007303771
187.245;0.008275287
187.2633;0.008875935
187.2815;0.009572023
187.2998;0.01039352
187.3181;0.01136447
187.3364;0.01251858
187.3547;0.01389674
187.373;0.01554817
187.3913;0.01753154
187.4096;0.01991609
187.4278;0.0227656
187.4461;0.02620431
187.4644;0.03032439
187.4827;0.03524554
187.501;0.04110045
187.5193;0.04803379
187.5376;0.05620048
187.5559;0.06576297
187.5741;0.07682228
187.5924;0.08966468
187.6107;0.1043927
187.629;0.1211518
187.6473;0.1400661
187.6656;0.1612304
187.6839;0.1847008
187.7022;0.2104864
187.7204;0.2383813
187.7537;0.2948264
187.7869;0.356925
187.8468;0.4766087
187.9066;0.5901939
187.9382;0.6405076
187.9698;0.6800825
188.0064;0.7091992
188.04;0.7180312
188.0434;0.7179293
188.0547;0.7162709
188.0659;0.7126386
188.0884;0.6995022
188.1118;0.6780074
188.1351;0.6494408
188.182;0.5745249
188.2288;0.484989
188.2735;0.3952742
188.3182;0.3095286
188.3406;0.269954
188.3629;0.2334958
188.3852;0.2002842
188.4075;0.170484
188.4246;0.1499691
188.4416;0.131556
188.4586;0.1150594
188.4756;0.1003956
188.4927;0.08739114
188.5097;0.07608256
188.5267;0.06626638
188.5437;0.05781734
188.5608;0.05057235
188.5778;0.04449581
188.5948;0.03942906
188.6118;0.0352682
188.6288;0.03191939
188.6458;0.02929962
188.6628;0.02733687
188.6798;0.02596992
188.6969;0.0251444
188.7139;0.02482803
188.7309;0.02498093
188.7479;0.02557647
188.765;0.02660065
188.782;0.02802419
188.799;0.02983701
188.816;0.0320251
188.8384;0.03545618
188.8607;0.03945424
188.8831;0.04400441
188.9054;0.0490006
188.9501;0.06006323
188.9947;0.07172027
189.033;0.081356
189.0713;0.08979762
189.0968;0.09436822
189.1223;0.09786175
189.15;0.1002514
189.18;0.1010398
189.186;0.100966
189.2033;0.1003205
189.2206;0.09904348
189.243;0.09649255
189.2654;0.09300669
189.3075;0.08433348
189.3495;0.07372584
189.4336;0.05071159
189.4756;0.0401013
189.4966;0.03529097
189.5176;0.0308691
189.5401;0.0265884
189.5625;0.02280535
189.5849;0.01949293
189.6073;0.01663108
189.6297;0.01418989
189.6521;0.01213285
189.6745;0.0104197
189.6969;0.009008896
189.7194;0.007855045
189.7418;0.006929719
189.7642;0.006192024
189.7866;0.005610728
189.809;0.005158917
189.8314;0.004814081
189.8538;0.004558026
189.8762;0.004376687
189.8987;0.004259518
189.9211;0.004201085
189.9435;0.004197815
189.9659;0.004250241
189.9884;0.004362971
190.0108;0.004542513
190.0332;0.00480036
190.0556;0.005151465
190.078;0.005614781
190.1004;0.0062134
190.1228;0.006974592
190.1452;0.007929697
190.1677;0.009119645
190.1901;0.01057223
190.2125;0.01233266
190.2349;0.01444237
190.2573;0.01694218
190.2797;0.0198704
190.3021;0.02326064
190.3245;0.02713949
190.3456;0.03125572
190.3666;0.03580315
190.3876;0.04079472
190.4086;0.04621331
190.4506;0.05820091
190.4926;0.07137909
190.5346;0.08517499
190.5766;0.09887288
190.599;0.1058654
190.6326;0.1156114
190.6573;0.1220039
190.66;0.1226555
190.6682;0.1245727
190.6859;0.1283742
190.7035;0.131661
190.7496;0.137662
190.7742;0.139184
190.7927;0.1395177
190.8204;0.1386973
190.8481;0.1363079
190.8604;0.1347577
190.8921;0.1294515
190.9;0.1278516
190.9106;0.1255428
190.9462;0.1165595
190.9961;0.101477
191.046;0.08478393
191.0959;0.06795482
191.124;0.05891929
191.1521;0.05044385
191.1802;0.04266947
191.2082;0.03571369
191.2363;0.0295752
191.2643;0.02430457
191.2784;0.0219625
191.2924;0.01983612
191.3064;0.01790048
191.3204;0.01614682
191.3392;0.01406112
191.3579;0.0122698
191.3766;0.01073507
191.3953;0.009430767
191.4187;0.008083943
191.4421;0.007009372
191.4655;0.006162392
191.4889;0.005502724
191.5123;0.004994842
191.5357;0.004608024
191.5591;0.004316161
191.5824;0.004098216
191.5949;0.004004828
191.6323;0.003797038
191.6697;0.003659963
191.704;0.003566832
191.7102;0.003551782
191.7251;0.003516834
191.74;0.003482898
191.7554;0.003448122
191.7931;0.003360981
191.8202;0.003294788
191.8472;0.003225554
191.8978;0.003089905
191.9483;0.00295523
192.0204;0.002786141
192.0475;0.002734361
192.0746;0.002690388
192.1017;0.002654612
192.1287;0.002627189
192.1558;0.002607731
192.1828;0.002596004
192.1964;0.002592837
192.2099;0.002591415
192.2234;0.002591639
192.2369;0.002593434
192.2505;0.002596759
192.264;0.002601495
192.2776;0.002607646
192.2911;0.002615058
192.3047;0.002623783
192.3182;0.00263364
192.3452;0.00265675
192.3723;0.002684258
192.3993;0.002715759
192.4264;0.002751382
192.4534;0.002790859
192.4823;0.002837626
192.5112;0.002889275
192.5689;0.003008559
192.6375;0.003184569
192.7061;0.003413068
192.7404;0.003556436
192.7747;0.003728306
192.809;0.003940123
192.8432;0.004208572
192.8775;0.004561895
192.8947;0.004782674
