incident energy,cross_section
131.5684,14.15797
131.5859,12.55218
131.6076,10.95074
131.6293,9.680108
131.651,8.65792
131.6727,7.822811
131.6944,7.129471
131.7161,6.544644
131.7378,6.043973
131.7595,5.609589
131.8029,4.890281
131.8463,4.316059
131.8897,3.845512
131.933,3.45346
131.9831,3.073851
132.0332,2.75606
132.0833,2.486865
132.1333,2.257001
132.1834,2.058246
132.2334,1.885773
132.2835,1.73447
132.3335,1.601431
132.4337,1.37804
132.5338,1.199247
132.6339,1.053603
132.734,0.9333823
132.8275,0.8391069
132.921,0.7587356
133.0145,0.6896531
133.1079,0.6298907
133.2014,0.5777338
133.2948,0.5320464
133.4817,0.456115
133.6686,0.3960773
133.8555,0.3474801
134.0424,0.307518
134.2293,0.274375
134.4296,0.2448005
134.6299,0.2200696
134.8302,0.1991833
135.0304,0.1813966
135.2307,0.1661151
135.4309,0.1529134
135.6312,0.1414798
135.8314,0.1315836
136.2319,0.1148991
136.6324,0.101689
137.0329,0.09113025
137.4334,0.08258443
137.7806,0.07645194
138.1277,0.07126976
138.8219,0.0631081
139.5162,0.05717865
140.2104,0.05292609
140.9047,0.04978776
141.5989,0.04757731
142.2931,0.04614671
142.9873,0.04541361
143.8639,0.04537773
144.7405,0.04626081
145.6171,0.0481156
146.4937,0.05101826
147.3703,0.05517482
148.2469,0.06095687
148.6852,0.06455957
149.1235,0.06882841
149.5618,0.07381881
150,0.07959611
150.4903,0.08738367
150.9806,0.09688487
151.4709,0.1085645
151.9611,0.1230436
152.4514,0.1411144
152.6966,0.152096
152.9417,0.1646083
153.1869,0.1789551
153.432,0.1954954
153.6771,0.2147053
153.9222,0.2371891
154.1837,0.265679
154.4452,0.3000717
154.7067,0.3421183
154.9681,0.3941758
155.2296,0.4593716
155.3604,0.4984918
155.4911,0.5431947
155.6219,0.5946288
155.7526,0.6540231
155.8833,0.7231242
156.014,0.804174
156.153,0.9067985
156.2919,1.030946
156.4308,1.183207
156.5697,1.37266
156.7086,1.612458
156.7781,1.757303
156.8475,1.922949
156.917,2.114353
156.9864,2.336649
157.0559,2.597812
157.1253,2.906693
157.1928,3.265428
157.2602,3.697266
157.3276,4.225301
157.395,4.882551
157.4287,5.274484
157.4624,5.719895
157.4961,6.2306
157.5298,6.822661
157.5467,7.156935
157.5635,7.518616
157.5804,7.916446
157.5972,8.351078
157.6141,8.834306
157.6309,9.368483
157.6478,9.970006
157.6562,10.29667
157.6646,10.64405
157.6738,11.05063
157.683,11.48734
157.6922,11.95745
157.7014,12.46459
157.7106,13.01286
157.7198,13.60682
157.729,14.25155
157.7381,14.94479
157.7504,15.98049
157.7626,17.13528
157.7647,17.34822
157.7703,17.93799
157.7759,18.56129
157.7871,19.91738
157.7973,21.29293
157.8075,22.81896
157.8177,24.51317
157.8279,26.39496
157.8382,28.5072
157.8484,30.83221
157.8586,33.41456
157.8688,36.28135
157.879,39.46168
157.8892,42.98666
157.8994,46.8893
157.9096,51.20447
157.9209,56.51096
157.9321,62.36549
157.9434,68.92601
157.9546,76.13057
157.9659,84.16343
157.9771,92.93746
157.9884,102.6643
157.9996,113.2246
158.0109,124.8574
158.0221,137.4033
158.0445,165.6877
158.067,198.5788
158.0894,235.89
158.1119,277.8762
158.1344,324.0796
158.1569,373.946
158.1793,426.4137
158.2691,640.0678
158.2998,702.1291
158.3305,751.6739
158.353,777.9416
158.3754,794.4439
158.4,800.6863
158.425,793.9977
158.45,774.5182
158.4757,742.2053
158.5013,699.298
158.5484,599.7641
158.5954,486.8489
158.6403,379.6946
158.6628,329.5348
158.6852,283.1517
158.7077,240.7093
158.7301,202.9091
158.7525,169.6528
158.7749,140.8551
158.7963,117.2964
158.8177,97.30781
158.8391,80.54448
158.8604,66.69313
158.8818,55.24797
158.9032,45.91577
158.9246,38.35705
158.9459,32.29091
158.9673,27.39215
158.9887,23.46122
159.0101,20.30372
159.0314,17.76987
159.0528,15.70608
159.0742,14.02128
159.0956,12.63306
159.1169,11.48199
159.1362,10.59624
159.1554,9.83398
159.1939,8.578494
159.2324,7.588387
159.2708,6.786409
159.3093,6.118207
159.3478,5.553082
159.3863,5.068502
159.4247,4.649463
159.4632,4.281996
159.5017,3.958277
159.5786,3.416057
159.6555,2.981021
159.7324,2.626073
159.8051,2.347101
159.8778,2.111379
159.9505,1.910328
160.0231,1.737614
160.0958,1.587655
160.1684,1.456847
160.3137,1.239853
160.4591,1.068241
160.6044,0.9304199
160.7497,0.8180585
160.895,0.7252521
161.0318,0.651876
161.1686,0.5893393
161.3054,0.535608
161.4421,0.4891612
161.5789,0.4487495
161.7157,0.413435
161.9892,0.3546087
162.2628,0.30764
162.5363,0.2697792
162.8099,0.2388356
163.0834,0.2132446
163.2886,0.196842
163.4938,0.1824142
163.9041,0.1583351
164.2119,0.1435816
164.5196,0.13105
164.8274,0.1203424
165.1351,0.1112472
165.7506,0.0962137
166.3661,0.08463518
166.9816,0.07560043
167.5971,0.06846354
168.2126,0.06277739
168.8281,0.05822408
169.4436,0.05457242
170.0591,0.05165181
170.6746,0.04933532
171.2901,0.04753001
172.5211,0.04522903
173.752,0.04427416
174.983,0.04457114
176.214,0.0460666
177.445,0.04882478
178.0605,0.0506657
178.676,0.05303972
179.2915,0.05572007
179.907,0.0590701
180.5225,0.06291289
181.138,0.06751293
181.7535,0.07278938
182.369,0.07924121
182.9845,0.08696173
183.6,0.09626603
184.1814,0.1068899
184.7627,0.1197866
185.344,0.1356239
185.9253,0.1553355
186.5066,0.1802542
186.7973,0.1950645
187.0879,0.2118446
187.3786,0.2313357
187.6692,0.2538804
187.9599,0.2801091
188.2505,0.3108438
188.5583,0.3495466
188.866,0.3962774
189.1738,0.4534632
189.4815,0.5244286
189.7893,0.6140119
189.9432,0.6677261
190.097,0.7286711
190.2509,0.7985075
190.4047,0.8793243
190.5586,0.9737234
190.7124,1.084577
190.8706,1.220032
191.0287,1.382956
191.1869,1.581651
191.345,1.827139
191.5032,2.135683
191.5823,2.3204
191.6613,2.530082
191.7404,2.770205
191.8195,3.046885
191.8986,3.368352
191.9381,3.548869
191.9776,3.74479
192.0012,3.869954
192.0247,4.001146
192.0482,4.139361
192.0717,4.285122
192.0952,4.439005
192.1187,4.601639
192.1422,4.773719
192.1657,4.956014
192.1893,5.150222
192.2128,5.355646
192.2299,5.513276
192.2534,5.742014
192.278,5.997764
192.3025,6.270678
192.3282,6.578527
192.3538,6.909559
192.3794,7.267757
192.405,7.656417
192.4286,8.045031
192.4521,8.464539
192.4756,8.920695
192.4991,9.418471
192.5226,9.963845
192.5461,10.56409
192.5696,11.22812
192.5931,11.967
192.6167,12.7983
192.6402,13.73245
192.6637,14.79483
192.6872,16.01347
192.7107,17.424
192.7225,18.21844
192.7342,19.0717
192.746,20.00597
192.7577,21.01385
192.7695,22.12213
192.7812,23.3226
192.793,24.64768
192.8047,26.08805
192.8165,27.68303
192.8282,29.4217
192.84,31.3517
192.8517,33.45984
192.8635,35.80373
192.8752,38.36689
192.887,41.21869
192.8987,44.33804
192.9105,47.80794
192.9222,51.60093
192.934,55.81557
192.9457,60.41568
192.9575,65.51733
192.9692,71.07266
192.981,77.21707
192.9928,83.94701
193.0163,99.26275
193.0398,117.4052
193.0633,138.6968
193.0868,163.4251
193.1103,191.8184
193.1338,224.018
193.1573,260.0497
193.1958,326.985
193.2343,402.309
193.3112,565.0519
193.3583,659.5266
193.4053,737.2681
193.4494,786.4533
193.4935,806.6172
193.5,806.9357
193.5194,803.7765
193.5387,794.6034
193.5773,759.2322
193.6214,694.9237
193.6655,612.2709
193.7348,466.0942
193.7694,394.0535
193.804,326.7744
193.8387,266.1195
193.8733,213.5771
193.8907,190.2847
193.908,169.1893
193.9253,150.0971
193.9426,132.9274
193.96,117.4946
193.9773,103.8584
193.9946,91.79759
194.0119,81.17977
194.0292,71.87108
194.0465,63.73972
194.0638,56.65862
194.0811,50.50737
194.0977,45.375
194.1142,40.92909
194.1308,37.03282
194.1473,33.65884
194.1639,30.69928
194.1804,28.13091
194.1969,25.88311
194.2134,23.91085
194.2465,20.63327
194.2795,18.06563
194.3126,16.00707
194.3456,14.33693
194.3787,12.94946
194.4117,11.78504
194.4448,10.78762
194.4778,9.927881
194.5439,8.512546
194.61,7.398031
194.6699,6.576129
194.7297,5.890636
194.7895,5.310758
194.8493,4.815036
194.9092,4.386699
194.969,4.01485
195.0288,3.689175
195.0886,3.402167
195.2083,2.921015
195.3279,2.53657
195.4475,2.224158
195.5671,1.966754
195.6679,1.783441
195.7686,1.625173
195.8694,1.48736
195.9701,1.366816
196.1716,1.166135
196.3731,1.006473
196.5243,0.9072283
196.6754,0.8221055
196.8265,0.7485242
196.9776,0.6844872
197.1288,0.6283734
197.2799,0.578987
197.5821,0.4963668
197.8844,0.4304107
198.1866,0.3770418
198.4889,0.3334871
198.7911,0.2970187
199.0934,0.2661385
199.3956,0.2399244
199.6978,0.2174821
200,0.1981125
200.3792,0.1773602
200.7583,0.1598246
201.1374,0.1448576
201.5165,0.1319815
201.8957,0.120826
202.2748,0.1111961
203.033,0.09521455
203.7913,0.08256795
204.5495,0.07247799
205.3078,0.06430677
206.066,0.05760847
206.7111,0.05282978
207.3562,0.04873313
208.0013,0.04519606
208.6464,0.04212636
209.9366,0.03712705
211.2267,0.03343829
212.5169,0.03046271
213.8071,0.02829309
215.0973,0.02672199
216.3874,0.02569867
217.4117,0.02526436
218.4359,0.02517055
219.4602,0.02544931
220.4844,0.02616224
221.5086,0.02741304
222.5328,0.02937109
223.557,0.03227905
224.0691,0.03421916
224.5812,0.03662473
225.0933,0.03958874
225.6054,0.04327084
226.1175,0.04789538
226.6296,0.05378411
227.0137,0.0592701
227.3978,0.06593467
227.7819,0.07432097
228.1659,0.08493787
228.55,0.0986278
228.7421,0.1070074
228.9341,0.1166867
229.1262,0.1279595
229.3182,0.1411698
229.5102,0.1567594
229.7022,0.1753267
229.8783,0.1957519
230.0543,0.2203915
230.2304,0.2504992
230.4064,0.287739
230.5825,0.3346209
230.6705,0.3627336
230.7585,0.3947446
230.8465,0.431411
230.9345,0.4736847
231.0225,0.522785
231.1105,0.5803074
231.2066,0.655272
231.3026,0.7465568
231.3986,0.8596626
231.4946,1.002549
231.5427,1.088935
231.5907,1.187718
231.6387,1.301893
231.6867,1.435378
231.7347,1.593825
231.7827,1.785872
231.8307,2.025472
231.8547,2.169911
231.8787,2.336169
231.9048,2.548416
231.9308,2.801903
231.9568,3.110359
231.9828,3.491146
232.0088,3.967281
232.0348,4.568958
232.0608,5.335283
232.0738,5.795312
232.0868,6.316176
232.0998,6.906129
232.1128,7.574343
232.1258,8.330961
232.1388,9.187144
232.1518,10.15511
232.1648,11.24815
232.1778,12.48066
232.1908,13.86812
232.2038,15.42704
232.2168,17.17496
232.2298,19.13036
232.2428,21.31251
232.2558,23.74139
232.2688,26.43746
232.2818,29.42149
232.2948,32.7143
232.3078,36.33648
232.3208,40.30805
232.3338,44.64811
232.3468,49.37446
232.3728,60.04813
232.3988,72.42878
232.4248,86.56645
232.4508,102.4467
232.4768,119.9769
232.5028,138.9757
232.5348,163.9574
232.5388,167.1733
232.5498,176.0922
232.5608,185.0928
232.5948,213.0033
232.6388,247.6388
232.6828,277.8102
232.7268,300.5919
232.7708,313.6056
232.8,316.1061
232.8032,316.0715
232.8142,315.4862
232.8252,314.1827
232.8471,309.4905
232.895,290.1842
232.9386,263.6203
232.9822,231.1954
233.0607,167.345
233.0999,136.759
233.1391,108.9385
233.1588,96.28011
233.1784,84.65124
233.198,74.01534
233.2176,64.37791
233.2372,55.72317
233.2568,48.01764
233.2764,41.21382
233.296,35.25367
233.3157,30.04745
233.3353,25.57838
233.3549,21.74719
233.3745,18.48362
233.3941,15.71982
233.4137,13.39164
233.4333,11.43958
233.4529,9.809411
233.4704,8.586081
233.4878,7.554969
233.5053,6.676891
233.5227,5.938022
233.5402,5.308901
233.5576,4.77873
233.575,4.328249
233.5924,3.944372
233.6099,3.614284
233.6273,3.332404
233.6448,3.08762
233.6622,2.876232
233.6971,2.5278
233.7319,2.255095
233.7668,2.034578
233.8017,1.852368
233.8366,1.698553
233.8714,1.566751
233.9411,1.350343
234.0108,1.179565
234.098,1.010536
234.1852,0.8770621
234.2724,0.7694712
234.3595,0.6814103
234.4292,0.6218408
234.4989,0.5700749
234.5687,0.5247085
234.6384,0.4848056
234.7779,0.4179071
234.8826,0.3766748
234.9872,0.3414961
235.0918,0.3112163
235.1964,0.284969
235.301,0.2620685
235.4056,0.2419676
235.6148,0.2084885
235.824,0.1819195
236.0332,0.160519
236.2424,0.143046
236.4516,0.128531
236.6783,0.1153764
236.9049,0.1043799
237.1316,0.09510906
237.3582,0.08723601
237.5849,0.08049425
237.8115,0.07468867
238.2648,0.06527681
238.7181,0.05809683
239.1714,0.05261771
239.6247,0.04827212
240.0779,0.04487281
240.7753,0.04109973
241.4727,0.03871791
242.1701,0.03748525
242.8674,0.03731633
243.3905,0.03791046
243.9135,0.03919902
244.4366,0.04131897
244.9596,0.04446797
245.4827,0.04896546
245.7442,0.05194692
246.0057,0.05553347
246.2672,0.05986394
246.5287,0.06512652
246.7902,0.07157675
247.0517,0.0795665
247.2784,0.08810402
247.505,0.09855972
247.7317,0.1115819
247.9583,0.1281608
248.0717,0.1382094
248.185,0.1497076
248.2983,0.1629539
248.4116,0.1783183
248.525,0.1962923
248.6383,0.2174577
248.7516,0.242638
248.8649,0.2729322
248.9695,0.3067618
249.0741,0.347961
249.1787,0.3989468
249.2833,0.463233
249.3356,0.5019256
249.3879,0.5461479
249.4402,0.5971063
249.4925,0.6563892
249.5448,0.7262454
249.5971,0.8100171
249.6494,0.913025
249.7017,1.044306
249.7301,1.132717
249.7584,1.237541
249.7868,1.36499
249.8151,1.521692
249.8435,1.719143
249.8718,1.970026
249.9001,2.293832
249.9143,2.491363
249.9284,2.715579
249.9426,2.974011
249.9568,3.270128
249.971,3.609517
249.9851,3.995516
249.9993,4.440547
250.0134,4.945975
250.0276,5.527461
250.0417,6.186035
250.0559,6.941168
250.0701,7.799505
250.0843,8.77287
250.0984,9.865628
250.1126,11.1065
250.1267,12.49171
250.1409,14.05525
250.155,15.78964
250.1703,17.89374
250.1855,20.23097
250.2008,22.85027
250.216,25.73471
250.2313,28.93848
250.2465,32.43414
250.277,40.43557
250.3075,49.80199
250.338,60.53602
250.3685,72.56406
250.399,85.72352
250.4317,100.7927
250.4644,116.4226
250.5298,147.0625
250.5517,156.4164
250.5756,165.7075
250.5995,173.793
250.6236,180.4897
250.6475,185.4886
250.6714,188.7001
250.7,190.0594
250.7028,190.0442
250.7119,189.8117
250.7209,189.3073
250.739,187.477
250.776,180.4901
250.813,169.5983
250.85,155.5645
250.8854,140.0522
250.9207,123.4313
250.9913,89.99218
251.025,75.19109
251.0586,61.74992
251.0923,49.82599
251.1259,39.59427
251.1428,35.07453
251.1596,30.98601
251.1764,27.28655
251.1932,23.95831
251.21,20.98065
251.2268,18.33094
251.2436,15.98523
251.2604,13.91895
251.2756,12.26966
251.2907,10.81993
251.3059,9.533152
251.321,8.409701
251.3362,7.418825
251.3513,6.558766
251.3664,5.808859
251.3815,5.156438
251.3967,4.58641
251.4118,4.095662
251.427,3.668028
251.4421,3.300545
251.4573,2.980622
251.4724,2.705692
251.4875,2.46756
251.5026,2.261027
251.5178,2.080459
251.5329,1.924285
251.5632,1.667489
251.5935,1.468731
251.6237,1.312538
251.654,1.186467
251.6843,1.082956
251.7146,0.99625
251.7448,0.9225123
251.802,0.8080455
251.8592,0.7169225
251.9164,0.642175
251.9736,0.5795932
252.0308,0.526423
252.088,0.4807446
252.1452,0.4411288
252.2023,0.4065567
252.3167,0.3490796
252.431,0.3035924
252.5454,0.2668625
252.6597,0.2368032
252.7674,0.2131797
252.875,0.1931789
252.9827,0.1760639
253.0903,0.1613328
253.198,0.1485411
253.3056,0.1373783
253.5209,0.1188586
253.7362,0.1041882
253.9515,0.09237364
254.1668,0.08273522
254.382,0.07477712
254.6108,0.06774509
254.8395,0.06187286
255.0683,0.05691865
255.297,0.05271846
255.7545,0.04603296
256.212,0.04092708
256.6695,0.0369867
257.127,0.03390098
257.5845,0.03145287
258.0419,0.02949272
258.634,0.02754773
259.226,0.02603817
259.8181,0.02489364
260.4101,0.02402039
261.5942,0.0229633
262.7782,0.02257665
263.8009,0.02269159
264.8235,0.02317593
265.8461,0.02402325
266.8687,0.02526161
267.8913,0.02695964
268.9139,0.02923808
269.9365,0.03224161
270.9591,0.03635706
271.4166,0.03869131
271.8741,0.04143454
272.3316,0.04469789
272.7891,0.04863859
273.2466,0.05347737
273.7041,0.05950649
274.1616,0.06734632
274.3903,0.07220051
274.619,0.07787841
274.8343,0.08417327
275.0496,0.0916435
275.2649,0.1006286
275.4802,0.1115918
275.6955,0.1252136
275.9108,0.1425722
276.0185,0.1531499
276.1261,0.1653407
276.2337,0.1795194
276.3413,0.1961651
276.4557,0.2172877
276.5701,0.2429777
276.6845,0.2747344
276.7988,0.3147334
276.856,0.3388561
276.9132,0.3664757
276.9704,0.3983898
277.0275,0.4355876
277.0847,0.4797189
277.1419,0.5330315
277.1991,0.5993085
277.2562,0.6850378
277.2865,0.7423164
277.3168,0.8112381
277.3471,0.8958106
277.3773,1.001227
277.4076,1.135881
277.4379,1.310009
277.4531,1.416529
277.4682,1.537845
277.4833,1.677105
277.4984,1.837156
277.5136,2.022543
277.5287,2.234514
277.5439,2.480062
277.559,2.760604
277.5742,3.085075
277.5893,3.454931
277.6044,3.878423
277.6195,4.362388
277.6347,4.918135
277.6498,5.546376
277.665,6.264076
277.6801,7.070861
277.6953,7.987018
277.7104,9.010374
277.7255,10.1567
277.7406,11.43623
277.7575,13.03887
277.7743,14.82405
277.7911,16.81399
277.8079,19.021
277.8248,21.47131
277.8416,24.14518
277.8752,30.2306
277.9089,37.33552
277.9425,45.38333
277.9761,54.29137
278.0097,63.88196
278.0804,85.06689
278.151,104.7617
278.183,112.1715
278.2014,115.805
278.2199,118.9237
278.2384,121.4561
278.2569,123.3607
278.2754,124.6058
278.3,125.2055
278.3027,125.1971
278.3104,125.0921
278.318,124.8714
278.3333,124.0772
278.3741,119.7551
278.4053,114.4659
278.4365,107.718
278.4941,92.45098
278.5517,75.32156
278.6045,59.69251
278.6573,45.39076
278.6837,38.99677
278.7101,33.1875
278.7365,27.98924
278.7629,23.40486
278.7881,19.58637
278.8133,16.28458
278.8385,13.46259
278.8637,11.07732
278.8889,9.082387
278.9141,7.430452
278.9267,6.718558
278.9393,6.075216
278.9519,5.495039
278.9645,4.97286
278.9771,4.503756
278.9897,4.083063
279.0023,3.706388
279.0149,3.369616
279.0275,3.068908
279.0401,2.800703
279.0527,2.561712
279.0653,2.348908
279.0905,1.991027
279.1157,1.707741
279.1409,1.483207
279.166,1.305252
279.19,1.16839
279.214,1.056943
279.238,0.9653765
279.262,0.8893581
279.286,0.8255195
279.31,0.7712591
279.358,0.683937
279.406,0.6163636
279.454,0.5620438
279.502,0.5170884
279.5499,0.4791602
279.6459,0.4182225
279.7419,0.3716215
279.8379,0.3350923
279.9338,0.3059839
280.0778,0.2723496
280.2218,0.2474005
280.3658,0.2286168
280.5097,0.2143725
280.6537,0.2035644
280.7976,0.1954658
281.0855,0.1854092
281.3926,0.1814021
281.5942,0.181626
281.7957,0.1837042
282.1988,0.1929068
282.6019,0.2086796
283.005,0.2315507
283.4081,0.2629498
283.6097,0.2825959
283.8112,0.3054324
284.0128,0.3320449
284.2143,0.3630746
284.4158,0.3994057
284.6173,0.4423768
284.8285,0.4965466
285.0396,0.5625899
285.2508,0.6440777
285.4619,0.7459923
285.5675,0.8068481
285.6731,0.8758562
285.7787,0.9545301
285.8842,1.044653
285.9898,1.148747
286.0953,1.269627
286.2009,1.411478
286.3064,1.579309
286.3952,1.745964
286.484,1.941748
286.5728,2.174098
286.6615,2.452717
286.7503,2.79221
286.7947,2.990663
286.8391,3.212535
286.8835,3.462013
286.9279,3.744421
286.9501,3.900057
286.9723,4.066677
286.9945,4.24551
287.0166,4.437092
287.0334,4.592794
287.0502,4.758118
287.067,4.934033
287.0838,5.121649
287.1006,5.322242
287.1174,5.537284
287.1342,5.768476
287.151,6.017788
287.169,6.30762
287.187,6.624166
287.1942,6.759107
287.2074,7.020112
287.2206,7.300333
287.232,7.559411
287.2434,7.835885
287.2548,8.13142
287.2661,8.44498
287.2781,8.802654
287.2901,9.188326
287.3021,9.604885
287.3141,10.05553
287.3261,10.54378
287.3381,11.07352
287.3501,11.64902
287.3621,12.27494
287.3729,12.88562
287.3837,13.54535
287.3945,14.2585
287.4053,15.0298
287.4161,15.86432
287.4269,16.76751
287.4377,17.7452
287.4485,18.80359
287.4701,21.18939
287.4917,23.98275
287.5133,27.24804
287.5348,31.03694
287.548,33.66183
287.5612,36.53608
287.5744,39.67868
287.5876,43.10908
287.6008,46.84704
287.614,50.91247
287.6404,60.10489
287.6668,70.84014
287.6932,83.25886
287.7196,97.47857
287.746,113.5828
287.77,129.8911
287.794,147.7767
287.818,167.1818
287.842,187.9972
287.89,233.1436
287.9379,281.1101
287.9907,333.9334
288.0435,382.1851
288.0843,413.2219
288.1251,436.517
288.1594,448.8933
288.1937,453.9932
288.2,454.1116
288.2185,452.9827
288.237,449.6688
288.274,436.7209
288.3199,410.0447
288.3658,373.8695
288.4347,308.4115
288.5035,239.2189
288.5666,180.1588
288.5982,153.7426
288.6297,129.9721
288.6613,108.8458
288.6928,90.51115
288.7244,74.75592
288.7559,61.50342
288.7875,50.4382
288.8033,45.66186
288.8191,41.34461
288.8349,37.45251
288.8507,33.95212
288.8665,30.81084
288.8822,28.0141
288.898,25.49645
288.9138,23.24833
288.9296,21.24313
288.9453,19.46671
288.9769,16.45475
289.0084,14.07112
289.04,12.16761
289.0715,10.64906
289.1031,9.420269
289.1346,8.422344
289.1662,7.597242
289.1977,6.910821
289.2293,6.328723
289.2608,5.832057
289.3182,5.088698
289.3756,4.497432
289.433,4.014469
289.4903,3.612511
289.5477,3.271531
289.6051,2.979273
289.6625,2.726289
289.7198,2.505835
289.8346,2.139966
289.9493,1.851008
290.064,1.618252
290.1787,1.427841
290.2877,1.277193
290.3967,1.149802
290.5057,1.041023
290.6147,0.9472889
290.7237,0.8658526
290.8327,0.7946032
291.0507,0.6764483
291.2687,0.5832156
291.4867,0.5083866
291.7047,0.4474073
291.9226,0.39707
292.1062,0.3611623
292.3242,0.3247429
292.5422,0.2938607
292.7602,0.2674493
292.9782,0.2445533
293.1962,0.2245266
293.4142,0.2069602
293.8502,0.1778239
294.2862,0.1548359
294.7222,0.1363983
295.1582,0.1214037
295.5942,0.1090649
296.145,0.09643627
296.6957,0.08646773
297.2464,0.07819201
297.7971,0.07144816
298.3479,0.06594659
298.8986,0.06143718
299.4493,0.05774709
300,0.05477989
300.6267,0.05216879
301.2534,0.05025367
301.8801,0.04897652
302.5068,0.04833274
303.238,0.04840677
303.9691,0.04943324
304.7002,0.05155888
305.4313,0.05491783
306.1625,0.06018817
306.5281,0.06371655
306.8936,0.06800601
307.2592,0.07323516
307.6247,0.079637
307.9903,0.08753569
308.3558,0.09735853
308.6692,0.1077076
308.9825,0.1204022
309.2959,0.1363616
309.6092,0.1566622
309.7659,0.1689232
309.9226,0.1829434
310.0793,0.1990724
310.2359,0.2177365
310.3926,0.239512
310.5492,0.2650714
310.7059,0.2953694
310.8625,0.3316426
311.0062,0.3717236
311.1498,0.4202141
311.2934,0.4797205
311.437,0.5538751
311.5806,0.6479854
311.6524,0.7048895
311.7242,0.7701105
311.796,0.8454177
311.8678,0.9331153
311.9396,1.036279
312.0114,1.159147
312.0898,1.323021
312.1681,1.529842
312.2073,1.655846
312.2465,1.802154
312.2857,1.974897
312.3248,2.182393
312.364,2.43872
312.4032,2.762551
312.4424,3.181896
312.462,3.439438
312.4815,3.735634
312.5011,4.081267
312.5207,4.484116
312.5403,4.954981
312.5598,5.503427
312.5794,6.149634
312.599,6.907828
312.6186,7.797223
312.6381,8.833839
312.6577,10.05264
312.6773,11.47587
312.6969,13.13346
312.7165,15.05797
312.7361,17.28444
312.7557,19.85012
312.7753,22.79395
312.7948,26.1378
312.8144,29.95636
312.834,34.27367
312.8536,39.12833
312.8731,44.52703
312.8927,50.55685
312.9123,57.21797
312.9319,64.52977
312.9514,72.46073
312.9776,84.14728
313.0037,96.93392
313.0201,105.5224
313.0381,115.4041
313.0723,135.3212
313.1342,173.8501
313.206,218.2511
313.2419,238.2301
313.2778,255.4784
313.3333,274.8112
313.3691,281.5704
313.4,283.4298
313.4039,283.3964
313.4173,282.8236
313.4307,281.5448
313.4575,276.9144
313.4867,268.8747
313.5159,257.994
313.5691,232.155
313.6222,201.0434
313.7178,141.1608
313.7656,113.2186
313.8134,88.35437
313.8374,77.25622
313.8613,67.18167
313.8852,58.09017
313.9091,49.96612
313.933,42.77476
313.9569,36.46625
313.9808,30.97975
314.0047,26.2471
314.0286,22.19622
314.0525,18.75397
314.0764,15.84844
314.1003,13.41088
314.1242,11.37696
314.1481,9.687714
314.172,8.290024
314.1959,7.136802
314.2172,6.281525
314.2384,5.565467
314.2597,4.960012
314.2809,4.452174
314.3022,4.02115
314.3234,3.657537
314.3447,3.346544
314.3659,3.081685
314.3872,2.852615
314.4084,2.655064
314.4509,2.330351
314.4934,2.0759
314.5359,1.870774
314.5784,1.701156
314.6209,1.557869
314.6634,1.434725
314.7059,1.327448
314.7909,1.149132
314.8759,1.006759
314.9609,0.8906578
315.0459,0.7944444
315.1309,0.7136845
315.2159,0.6451624
315.3434,0.5602351
315.4709,0.4917014
315.5559,0.4530612
315.6409,0.4189849
315.8109,0.3618069
315.9384,0.326531
316.0659,0.2963706
316.1934,0.2703863
316.3209,0.2478428
316.4484,0.2281571
316.5759,0.210863
316.8309,0.1820227
317.0859,0.1590941
317.3409,0.1405934
317.5959,0.1254642
317.8509,0.1128661
318.1272,0.1014186
318.4034,0.09182282
318.6797,0.08370768
318.9559,0.07678958
319.2322,0.07084029
319.5084,0.06569101
320.0609,0.05726849
320.6134,0.05073933
321.1659,0.04564497
321.7184,0.04148341
322.2708,0.03809265
322.8233,0.03530923
323.3758,0.03300267
324.4808,0.029461
325.5858,0.02696915
326.6907,0.02524072
327.7957,0.02400442
328.9007,0.02317077
330.0057,0.02267099
331.1106,0.0224664
332.8106,0.02266353
334.5106,0.02342339
336.2106,0.02474871
337.9105,0.02673714
339.6105,0.02958199
340.4605,0.03136957
341.3105,0.03353824
342.1605,0.03601959
343.0105,0.03901983
343.8605,0.04249858
344.7104,0.04679287
345.4754,0.0514611
346.2404,0.05710575
347.0054,0.06401847
347.7704,0.07261364
348.5354,0.08349789
349.3004,0.09752772
349.6829,0.1060325
350.0654,0.1160204
350.4479,0.1277601
350.8303,0.141648
351.2128,0.1582678
351.5953,0.1784061
351.9778,0.2031672
352.3603,0.234134
352.7428,0.2736078
352.9341,0.297506
353.1253,0.3248611
353.3166,0.3565166
353.5078,0.3935486
353.699,0.4373284
353.8902,0.489567
354.0709,0.5487981
354.2515,0.620314
354.4321,0.7078699
354.6127,0.816712
354.7934,0.954648
354.8837,1.037962
354.974,1.133479
355.0643,1.243832
355.1546,1.372405
355.2449,1.523616
355.3352,1.703362
355.4083,1.875229
355.4813,2.076627
355.5544,2.316158
355.6274,2.604689
355.664,2.773034
355.7005,2.960482
355.737,3.171344
355.7735,3.410687
355.7918,3.543432
355.8101,3.686034
355.8284,3.839702
355.8466,4.004902
355.8649,4.18508
355.8831,4.38015
355.9014,4.594466
355.9196,4.828239
355.9389,5.101921
355.9582,5.406179
355.9775,5.745815
355.9967,6.124342
356.0179,6.597141
356.0259,6.79246
356.0392,7.140002
356.0538,7.557467
356.0684,8.016807
356.087,8.670345
356.1056,9.410923
356.1242,10.25116
